antecedents,antecedent support,consequents,consequent support,support,confidence,lift,rule
Staples,0.11322440643349502,Vegetables & herbs,0.28184835333163133,0.05322951238192494,0.4701240135287486,1.6680034066957503,Staples -> Vegetables & herbs
Vegetables & herbs,0.28184835333163133,Staples,0.11322440643349502,0.05322951238192494,0.18885869565217392,1.6680034066957503,Vegetables & herbs -> Staples
Butter & spreads,0.06242021955578249,Fruit,0.2464896604544294,0.02552974214960429,0.4089979550102249,1.6592905124547395,Butter & spreads -> Fruit
Fruit,0.2464896604544294,Butter & spreads,0.06242021955578249,0.02552974214960429,0.10357327809425168,1.6592905124547395,Fruit -> Butter & spreads
Staples,0.11322440643349502,Fruit,0.2464896604544294,0.04493234618330355,0.39684329199549045,1.6099794663348899,Staples -> Fruit
Fruit,0.2464896604544294,Staples,0.11322440643349502,0.04493234618330355,0.18228896944588296,1.6099794663348896,Fruit -> Staples
Condiments & spreads,0.06139902986979832,Fruit,0.2464896604544294,0.024253255042124073,0.395010395010395,1.6025434668624725,Condiments & spreads -> Fruit
Fruit,0.2464896604544294,Condiments & spreads,0.06139902986979832,0.024253255042124073,0.0983946141895391,1.6025434668624725,Fruit -> Condiments & spreads
Paper goods,0.054250702067909114,Fruit,0.2464896604544294,0.02118968598417156,0.3905882352941176,1.584602918329424,Paper goods -> Fruit
Fruit,0.2464896604544294,Paper goods,0.054250702067909114,0.02118968598417156,0.0859658208182289,1.584602918329424,Fruit -> Paper goods
Fruit,0.2464896604544294,Vegetables & herbs,0.28184835333163133,0.10913964768955833,0.44277576385292594,1.5709716186702092,Fruit -> Vegetables & herbs
Vegetables & herbs,0.28184835333163133,Fruit,0.2464896604544294,0.10913964768955833,0.38722826086956524,1.5709716186702092,Vegetables & herbs -> Fruit
Condiments & spreads,0.06139902986979832,General merchandise,0.21610926729640031,0.020679091141179475,0.3367983367983368,1.558463183980018,Condiments & spreads -> General merchandise
General merchandise,0.21610926729640031,Condiments & spreads,0.06139902986979832,0.020679091141179475,0.09568812758417011,1.558463183980018,General merchandise -> Condiments & spreads
Cleaning & laundry,0.05144243043145264,Vegetables & herbs,0.28184835333163133,0.022593821802399796,0.4392059553349876,1.5583059121803864,Cleaning & laundry -> Vegetables & herbs
Vegetables & herbs,0.28184835333163133,Cleaning & laundry,0.05144243043145264,0.022593821802399796,0.08016304347826088,1.5583059121803864,Vegetables & herbs -> Cleaning & laundry
Deli & processed,0.16900689303038038,Bread & baked goods,0.387158539698749,0.10186367117692112,0.6027190332326284,1.5567757686595487,Deli & processed -> Bread & baked goods
Bread & baked goods,0.387158539698749,Deli & processed,0.16900689303038038,0.10186367117692112,0.26310583580613256,1.5567757686595487,Bread & baked goods -> Deli & processed
Frozen foods,0.07965279550676538,Fruit,0.2464896604544294,0.030380393158029102,0.3814102564102564,1.5473681764463743,Frozen foods -> Fruit
Fruit,0.2464896604544294,Frozen foods,0.07965279550676538,0.030380393158029102,0.1232522009321595,1.5473681764463743,Fruit -> Frozen foods
Health & beauty,0.056037784018381415,Fruit,0.2464896604544294,0.02106203727342354,0.37585421412300685,1.5248275056652696,Health & beauty -> Fruit
Fruit,0.2464896604544294,Health & beauty,0.056037784018381415,0.02106203727342354,0.08544795442775764,1.5248275056652696,Fruit -> Health & beauty
Butter & spreads,0.06242021955578249,Dairy/eggs,0.48914985958641816,0.046464130712279804,0.7443762781186094,1.521775512208034,Butter & spreads -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Butter & spreads,0.06242021955578249,0.046464130712279804,0.09498956158663883,1.5217755122080339,Dairy/eggs -> Butter & spreads
Staples,0.11322440643349502,Dairy/eggs,0.48914985958641816,0.08246106714322185,0.7282976324689966,1.4889049198231001,Staples -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Staples,0.11322440643349502,0.08246106714322185,0.16858037578288101,1.4889049198231001,Dairy/eggs -> Staples
Fresh meat,0.18202706152667858,Fruit,0.2464896604544294,0.06637732958897115,0.364656381486676,1.4793982871914138,Fresh meat -> Fruit
Fruit,0.2464896604544294,Fresh meat,0.18202706152667858,0.06637732958897115,0.26929052304505435,1.4793982871914135,Fruit -> Fresh meat
Condiments & spreads,0.06139902986979832,Dairy/eggs,0.48914985958641816,0.04442175134031146,0.7234927234927234,1.479081940459811,Condiments & spreads -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Condiments & spreads,0.06139902986979832,0.04442175134031146,0.09081419624217119,1.4790819404598108,Dairy/eggs -> Condiments & spreads
Ready-to-eat,0.05539954046464131,Fruit,0.2464896604544294,0.02016849629818739,0.3640552995391705,1.4769597185861532,Ready-to-eat -> Fruit
Fruit,0.2464896604544294,Ready-to-eat,0.05539954046464131,0.02016849629818739,0.08182288969445883,1.4769597185861532,Fruit -> Ready-to-eat
Health & beauty,0.056037784018381415,Vegetables & herbs,0.28184835333163133,0.022466173091651775,0.40091116173120733,1.4224357069756697,Health & beauty -> Vegetables & herbs
Vegetables & herbs,0.28184835333163133,Health & beauty,0.056037784018381415,0.022466173091651775,0.07971014492753624,1.4224357069756695,Vegetables & herbs -> Health & beauty
Dairy/eggs,0.48914985958641816,Paper goods,0.054250702067909114,0.037528720959918306,0.07672233820459291,1.4142183470465433,Dairy/eggs -> Paper goods
Paper goods,0.054250702067909114,Dairy/eggs,0.48914985958641816,0.037528720959918306,0.691764705882353,1.414218347046543,Paper goods -> Dairy/eggs
Paper goods,0.054250702067909114,Vegetables & herbs,0.28184835333163133,0.021572632116415625,0.3976470588235294,1.4108546462063087,Paper goods -> Vegetables & herbs
Vegetables & herbs,0.28184835333163133,Paper goods,0.054250702067909114,0.021572632116415625,0.07653985507246377,1.4108546462063087,Vegetables & herbs -> Paper goods
Cleaning & laundry,0.05144243043145264,Dairy/eggs,0.48914985958641816,0.035486341587949964,0.6898263027295286,1.410255546864073,Cleaning & laundry -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Cleaning & laundry,0.05144243043145264,0.035486341587949964,0.07254697286012526,1.4102555468640727,Dairy/eggs -> Cleaning & laundry
Fruit,0.2464896604544294,Dairy/eggs,0.48914985958641816,0.16938983916262446,0.68720870015536,1.4049042163405767,Fruit -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Fruit,0.2464896604544294,0.16938983916262446,0.346294363256785,1.4049042163405767,Dairy/eggs -> Fruit
Deli & processed,0.16900689303038038,Fresh meat,0.18202706152667858,0.043017615522083226,0.2545317220543807,1.3983180298555529,Deli & processed -> Fresh meat
Fresh meat,0.18202706152667858,Deli & processed,0.16900689303038038,0.043017615522083226,0.23632538569424966,1.3983180298555529,Fresh meat -> Deli & processed
Frozen foods,0.07965279550676538,Dairy/eggs,0.48914985958641816,0.054250702067909114,0.6810897435897436,1.3923948463679676,Frozen foods -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Frozen foods,0.07965279550676538,0.054250702067909114,0.11090814196242171,1.3923948463679676,Dairy/eggs -> Frozen foods
Condiments & spreads,0.06139902986979832,Bread & baked goods,0.387158539698749,0.03306101608373756,0.5384615384615384,1.3908037231479369,Condiments & spreads -> Bread & baked goods
Bread & baked goods,0.387158539698749,Condiments & spreads,0.06139902986979832,0.03306101608373756,0.08539399934058689,1.3908037231479369,Bread & baked goods -> Condiments & spreads
Vegetables & herbs,0.28184835333163133,Dairy/eggs,0.48914985958641816,0.1909624712790401,0.6775362318840581,1.3851301776043088,Vegetables & herbs -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Vegetables & herbs,0.28184835333163133,0.1909624712790401,0.39039665970772447,1.3851301776043088,Dairy/eggs -> Vegetables & herbs
Deli & processed,0.16900689303038038,Fruit,0.2464896604544294,0.05769721725810569,0.3413897280966767,1.3850062816723798,Deli & processed -> Fruit
Fruit,0.2464896604544294,Deli & processed,0.16900689303038038,0.05769721725810569,0.2340756084930088,1.3850062816723798,Fruit -> Deli & processed
Deli & processed,0.16900689303038038,Vegetables & herbs,0.28184835333163133,0.06535613990298698,0.38670694864048344,1.3720390560007008,Deli & processed -> Vegetables & herbs
Vegetables & herbs,0.28184835333163133,Deli & processed,0.16900689303038038,0.06535613990298698,0.23188405797101452,1.3720390560007008,Vegetables & herbs -> Deli & processed
Ready-to-eat,0.05539954046464131,Bread & baked goods,0.387158539698749,0.02935920347204493,0.5299539170506912,1.3688292074431634,Ready-to-eat -> Bread & baked goods
Bread & baked goods,0.387158539698749,Ready-to-eat,0.05539954046464131,0.02935920347204493,0.07583250906693043,1.3688292074431634,Bread & baked goods -> Ready-to-eat
Snacks/sweets,0.18062292570845034,Staples,0.11322440643349502,0.027955067653816695,0.15477031802120142,1.3669342405615468,Snacks/sweets -> Staples
Staples,0.11322440643349502,Snacks/sweets,0.18062292570845034,0.027955067653816695,0.24689966178128522,1.3669342405615466,Staples -> Snacks/sweets
Health & beauty,0.056037784018381415,Dairy/eggs,0.48914985958641816,0.03740107224917028,0.6674259681093394,1.3644611258268697,Health & beauty -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Health & beauty,0.056037784018381415,0.03740107224917028,0.07646137787056367,1.3644611258268697,Dairy/eggs -> Health & beauty
Butter & spreads,0.06242021955578249,Bread & baked goods,0.387158539698749,0.03280571866224151,0.5255623721881391,1.3574861931163473,Butter & spreads -> Bread & baked goods
Bread & baked goods,0.387158539698749,Butter & spreads,0.06242021955578249,0.03280571866224151,0.08473458621826574,1.357486193116347,Bread & baked goods -> Butter & spreads
Staples,0.11322440643349502,Deli & processed,0.16900689303038038,0.025912688281848353,0.22886133032694478,1.3541538230976478,Staples -> Deli & processed
Deli & processed,0.16900689303038038,Staples,0.11322440643349502,0.025912688281848353,0.15332326283987915,1.3541538230976475,Deli & processed -> Staples
Ready-to-eat,0.05539954046464131,Vegetables & herbs,0.28184835333163133,0.02106203727342354,0.38018433179723504,1.348896764175516,Ready-to-eat -> Vegetables & herbs
Vegetables & herbs,0.28184835333163133,Ready-to-eat,0.05539954046464131,0.02106203727342354,0.07472826086956523,1.348896764175516,Vegetables & herbs -> Ready-to-eat
Paper goods,0.054250702067909114,Bread & baked goods,0.387158539698749,0.02821036507531274,0.52,1.343119024068579,Paper goods -> Bread & baked goods
Bread & baked goods,0.387158539698749,Paper goods,0.054250702067909114,0.02821036507531274,0.07286515001648533,1.343119024068579,Bread & baked goods -> Paper goods
Ready-to-eat,0.05539954046464131,Dairy/eggs,0.48914985958641816,0.03637988256318611,0.6566820276497696,1.3424966087182397,Ready-to-eat -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Ready-to-eat,0.05539954046464131,0.03637988256318611,0.07437369519832986,1.3424966087182397,Dairy/eggs -> Ready-to-eat
Deli & processed,0.16900689303038038,Dairy/eggs,0.48914985958641816,0.11028848608629054,0.6525679758308158,1.3340859923430615,Deli & processed -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Deli & processed,0.16900689303038038,0.11028848608629054,0.22546972860125264,1.3340859923430615,Dairy/eggs -> Deli & processed
Fresh meat,0.18202706152667858,Dairy/eggs,0.48914985958641816,0.1184580035741639,0.6507713884992987,1.3304131152149026,Fresh meat -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Fresh meat,0.18202706152667858,0.1184580035741639,0.24217118997912318,1.3304131152149026,Dairy/eggs -> Fresh meat
Paper goods,0.054250702067909114,Non-alcoholic,0.387158539698749,0.027572121521572634,0.5082352941176471,1.3127317158317335,Paper goods -> Non-alcoholic
Non-alcoholic,0.387158539698749,Paper goods,0.054250702067909114,0.027572121521572634,0.0712166172106825,1.3127317158317333,Non-alcoholic -> Paper goods
Staples,0.11322440643349502,General merchandise,0.21610926729640031,0.03178452897625734,0.2807215332581736,1.2989796169784595,Staples -> General merchandise
General merchandise,0.21610926729640031,Staples,0.11322440643349502,0.03178452897625734,0.14707619610159478,1.2989796169784595,General merchandise -> Staples
Pet supplies,0.03906050548889456,Dairy/eggs,0.48914985958641816,0.024380903752872097,0.6241830065359478,1.2760568040716638,Pet supplies -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Pet supplies,0.03906050548889456,0.024380903752872097,0.04984342379958247,1.2760568040716636,Dairy/eggs -> Pet supplies
Snacks/sweets,0.18062292570845034,Fruit,0.2464896604544294,0.05642073015062548,0.31236749116607776,1.2672640734308924,Snacks/sweets -> Fruit
Fruit,0.2464896604544294,Snacks/sweets,0.18062292570845034,0.05642073015062548,0.22889694458829624,1.2672640734308924,Fruit -> Snacks/sweets
Fresh meat,0.18202706152667858,General merchandise,0.21610926729640031,0.049782997191728365,0.27349228611500703,1.265527802377416,Fresh meat -> General merchandise
General merchandise,0.21610926729640031,Fresh meat,0.18202706152667858,0.049782997191728365,0.2303603071470762,1.265527802377416,General merchandise -> Fresh meat
Health & beauty,0.056037784018381415,Non-alcoholic,0.387158539698749,0.02744447281082461,0.489749430523918,1.2649841868527445,Health & beauty -> Non-alcoholic
Non-alcoholic,0.387158539698749,Health & beauty,0.056037784018381415,0.02744447281082461,0.07088691064952192,1.2649841868527443,Non-alcoholic -> Health & beauty
Butter & spreads,0.06242021955578249,Non-alcoholic,0.387158539698749,0.030508041868777126,0.4887525562372188,1.2624093391237627,Butter & spreads -> Non-alcoholic
Non-alcoholic,0.387158539698749,Butter & spreads,0.06242021955578249,0.030508041868777126,0.07879986811737553,1.2624093391237625,Non-alcoholic -> Butter & spreads
Health & beauty,0.056037784018381415,Bread & baked goods,0.387158539698749,0.02731682410007659,0.4874715261958998,1.259100539472034,Health & beauty -> Bread & baked goods
Bread & baked goods,0.387158539698749,Health & beauty,0.056037784018381415,0.02731682410007659,0.07055720408836136,1.2591005394720338,Bread & baked goods -> Health & beauty
Fresh meat,0.18202706152667858,Bread & baked goods,0.387158539698749,0.0887158539698749,0.48737727910238426,1.258857106656142,Fresh meat -> Bread & baked goods
Bread & baked goods,0.387158539698749,Fresh meat,0.18202706152667858,0.0887158539698749,0.22914606000659413,1.258857106656142,Bread & baked goods -> Fresh meat
Staples,0.11322440643349502,Bread & baked goods,0.387158539698749,0.05488894562164922,0.48478015783540024,1.2521489470763356,Staples -> Bread & baked goods
Bread & baked goods,0.387158539698749,Staples,0.11322440643349502,0.05488894562164922,0.14177382129904384,1.2521489470763354,Bread & baked goods -> Staples
Fruit,0.2464896604544294,Bread & baked goods,0.387158539698749,0.11858565228491193,0.4810978767477991,1.2426379051903258,Fruit -> Bread & baked goods
Bread & baked goods,0.387158539698749,Fruit,0.2464896604544294,0.11858565228491193,0.30629739531816685,1.2426379051903258,Bread & baked goods -> Fruit
Snacks/sweets,0.18062292570845034,General merchandise,0.21610926729640031,0.04837886137350013,0.2678445229681979,1.2393939710176387,Snacks/sweets -> General merchandise
General merchandise,0.21610926729640031,Snacks/sweets,0.18062292570845034,0.04837886137350013,0.2238629651506202,1.2393939710176387,General merchandise -> Snacks/sweets
Non-alcoholic,0.387158539698749,Ready-to-eat,0.05539954046464131,0.02655093183558846,0.06857896472139796,1.2378977180355568,Non-alcoholic -> Ready-to-eat
Ready-to-eat,0.05539954046464131,Non-alcoholic,0.387158539698749,0.02655093183558846,0.4792626728110599,1.2378977180355566,Ready-to-eat -> Non-alcoholic
Deli & processed,0.16900689303038038,Snacks/sweets,0.18062292570845034,0.03765636967066632,0.22280966767371602,1.2335624993327854,Deli & processed -> Snacks/sweets
Snacks/sweets,0.18062292570845034,Deli & processed,0.16900689303038038,0.03765636967066632,0.20848056537102472,1.2335624993327854,Snacks/sweets -> Deli & processed
General merchandise,0.21610926729640031,Fruit,0.2464896604544294,0.065483788613735,0.3030124040165387,1.2293108094591216,General merchandise -> Fruit
Fruit,0.2464896604544294,General merchandise,0.21610926729640031,0.065483788613735,0.26566545831175553,1.2293108094591216,Fruit -> General merchandise
Non-alcoholic,0.387158539698749,Staples,0.11322440643349502,0.05386775593566505,0.13913616880975932,1.2288531527121247,Non-alcoholic -> Staples
Staples,0.11322440643349502,Non-alcoholic,0.387158539698749,0.05386775593566505,0.47576099210823,1.2288531527121245,Staples -> Non-alcoholic
Non-alcoholic,0.387158539698749,Condiments & spreads,0.06139902986979832,0.02910390605054889,0.0751730959446093,1.2243368682537823,Non-alcoholic -> Condiments & spreads
Condiments & spreads,0.06139902986979832,Non-alcoholic,0.387158539698749,0.02910390605054889,0.474012474012474,1.224336868253782,Condiments & spreads -> Non-alcoholic
Dairy/eggs,0.48914985958641816,Bread & baked goods,0.387158539698749,0.23066122032167474,0.4715553235908142,1.2179902423377642,Dairy/eggs -> Bread & baked goods
Bread & baked goods,0.387158539698749,Dairy/eggs,0.48914985958641816,0.23066122032167474,0.5957797560171447,1.217990242337764,Bread & baked goods -> Dairy/eggs
Deli & processed,0.16900689303038038,General merchandise,0.21610926729640031,0.04442175134031146,0.2628398791540786,1.2162360385664805,Deli & processed -> General merchandise
General merchandise,0.21610926729640031,Deli & processed,0.16900689303038038,0.04442175134031146,0.20555227406969875,1.2162360385664805,General merchandise -> Deli & processed
Vegetables & herbs,0.28184835333163133,Bread & baked goods,0.387158539698749,0.13186111820270616,0.4678442028985508,1.208404710025469,Vegetables & herbs -> Bread & baked goods
Bread & baked goods,0.387158539698749,Vegetables & herbs,0.28184835333163133,0.13186111820270616,0.3405868776788658,1.2084047100254687,Bread & baked goods -> Vegetables & herbs
Frozen foods,0.07965279550676538,Bread & baked goods,0.387158539698749,0.03701812611692622,0.46474358974358976,1.2003960705741121,Frozen foods -> Bread & baked goods
Bread & baked goods,0.387158539698749,Frozen foods,0.07965279550676538,0.03701812611692622,0.09561490273656445,1.2003960705741121,Bread & baked goods -> Frozen foods
Non-alcoholic,0.387158539698749,Frozen foods,0.07965279550676538,0.036507531273934135,0.0942960764919222,1.1838388833937799,Non-alcoholic -> Frozen foods
Frozen foods,0.07965279550676538,Non-alcoholic,0.387158539698749,0.036507531273934135,0.45833333333333337,1.1838388833937796,Frozen foods -> Non-alcoholic
Non-alcoholic,0.387158539698749,Fruit,0.2464896604544294,0.11271381159050294,0.2911308935047808,1.1811079335662624,Non-alcoholic -> Fruit
Fruit,0.2464896604544294,Non-alcoholic,0.387158539698749,0.11271381159050294,0.4572760227861212,1.1811079335662622,Fruit -> Non-alcoholic
Non-alcoholic,0.387158539698749,Deli & processed,0.16900689303038038,0.07722747000255298,0.19947246950214312,1.1802623308759739,Non-alcoholic -> Deli & processed
Deli & processed,0.16900689303038038,Non-alcoholic,0.387158539698749,0.07722747000255298,0.45694864048338374,1.1802623308759737,Deli & processed -> Non-alcoholic
Snacks/sweets,0.18062292570845034,Non-alcoholic,0.387158539698749,0.08246106714322185,0.4565371024734982,1.1791993606255804,Snacks/sweets -> Non-alcoholic
Non-alcoholic,0.387158539698749,Snacks/sweets,0.18062292570845034,0.08246106714322185,0.21299043850972635,1.1791993606255804,Non-alcoholic -> Snacks/sweets
Snacks/sweets,0.18062292570845034,Bread & baked goods,0.387158539698749,0.08220576972172582,0.45512367491166084,1.1755485886112598,Snacks/sweets -> Bread & baked goods
Bread & baked goods,0.387158539698749,Snacks/sweets,0.18062292570845034,0.08220576972172582,0.21233102538740523,1.1755485886112598,Bread & baked goods -> Snacks/sweets
General merchandise,0.21610926729640031,Dairy/eggs,0.48914985958641816,0.12343630329333674,0.5711754282339043,1.1676900586598138,General merchandise -> Dairy/eggs
Dairy/eggs,0.48914985958641816,General merchandise,0.21610926729640031,0.12343630329333674,0.2523486430062631,1.1676900586598138,Dairy/eggs -> General merchandise
General merchandise,0.21610926729640031,Vegetables & herbs,0.28184835333163133,0.07046208833290783,0.3260484347312463,1.1568222090962788,General merchandise -> Vegetables & herbs
Vegetables & herbs,0.28184835333163133,General merchandise,0.21610926729640031,0.07046208833290783,0.25,1.1568222090962788,Vegetables & herbs -> General merchandise
Bread & baked goods,0.387158539698749,General merchandise,0.21610926729640031,0.09573653306101608,0.24727992087042533,1.1442356173059138,Bread & baked goods -> General merchandise
General merchandise,0.21610926729640031,Bread & baked goods,0.387158539698749,0.09573653306101608,0.4430005906674542,1.1442356173059136,General merchandise -> Bread & baked goods
General merchandise,0.21610926729640031,Non-alcoholic,0.387158539698749,0.09446004595353587,0.43709391612522147,1.1289791424085016,General merchandise -> Non-alcoholic
Non-alcoholic,0.387158539698749,General merchandise,0.21610926729640031,0.09446004595353587,0.24398285525881966,1.1289791424085016,Non-alcoholic -> General merchandise
Cleaning & laundry,0.05144243043145264,Bread & baked goods,0.387158539698749,0.022466173091651775,0.43672456575682383,1.1280251395116907,Cleaning & laundry -> Bread & baked goods
Bread & baked goods,0.387158539698749,Cleaning & laundry,0.05144243043145264,0.022466173091651775,0.05802835476425981,1.1280251395116907,Bread & baked goods -> Cleaning & laundry
Cleaning & laundry,0.05144243043145264,Non-alcoholic,0.387158539698749,0.02233852438090375,0.43424317617866004,1.1216159057644652,Cleaning & laundry -> Non-alcoholic
Non-alcoholic,0.387158539698749,Cleaning & laundry,0.05144243043145264,0.02233852438090375,0.05769864820309924,1.121615905764465,Non-alcoholic -> Cleaning & laundry
Snacks/sweets,0.18062292570845034,Fresh meat,0.18202706152667858,0.03663517998468215,0.2028268551236749,1.1142675897888283,Snacks/sweets -> Fresh meat
Fresh meat,0.18202706152667858,Snacks/sweets,0.18062292570845034,0.03663517998468215,0.20126227208976155,1.1142675897888283,Fresh meat -> Snacks/sweets
Non-alcoholic,0.387158539698749,Bread & baked goods,0.387158539698749,0.16696451365841206,0.4312561819980218,1.113900735170624,Non-alcoholic -> Bread & baked goods
Bread & baked goods,0.387158539698749,Non-alcoholic,0.387158539698749,0.16696451365841206,0.4312561819980218,1.113900735170624,Bread & baked goods -> Non-alcoholic
Snacks/sweets,0.18062292570845034,Vegetables & herbs,0.28184835333163133,0.05667602757212152,0.3137809187279152,1.1132969734214166,Snacks/sweets -> Vegetables & herbs
Vegetables & herbs,0.28184835333163133,Snacks/sweets,0.18062292570845034,0.05667602757212152,0.20108695652173914,1.1132969734214164,Vegetables & herbs -> Snacks/sweets
Snacks/sweets,0.18062292570845034,Dairy/eggs,0.48914985958641816,0.09650242532550421,0.5342756183745583,1.0922534432010151,Snacks/sweets -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Snacks/sweets,0.18062292570845034,0.09650242532550421,0.19728601252609604,1.0922534432010151,Dairy/eggs -> Snacks/sweets
Non-alcoholic,0.387158539698749,Dairy/eggs,0.48914985958641816,0.2065356139902987,0.5334652159577976,1.0905966862769798,Non-alcoholic -> Dairy/eggs
Dairy/eggs,0.48914985958641816,Non-alcoholic,0.387158539698749,0.2065356139902987,0.42223382045929025,1.0905966862769798,Dairy/eggs -> Non-alcoholic
Fresh meat,0.18202706152667858,Non-alcoholic,0.387158539698749,0.07658922644881287,0.420757363253857,1.0867831136599788,Fresh meat -> Non-alcoholic
Non-alcoholic,0.387158539698749,Fresh meat,0.18202706152667858,0.07658922644881287,0.19782393669634027,1.0867831136599788,Non-alcoholic -> Fresh meat
Vegetables & herbs,0.28184835333163133,Non-alcoholic,0.387158539698749,0.11718151646668369,0.41576086956521746,1.0738775641852667,Vegetables & herbs -> Non-alcoholic
Non-alcoholic,0.387158539698749,Vegetables & herbs,0.28184835333163133,0.11718151646668369,0.3026706231454006,1.0738775641852665,Non-alcoholic -> Vegetables & herbs
Alcohol,0.20411028848608628,General merchandise,0.21610926729640031,0.04608118458003574,0.2257661038148843,1.044684971816777,Alcohol -> General merchandise
General merchandise,0.21610926729640031,Alcohol,0.20411028848608628,0.04608118458003574,0.2132309509746013,1.044684971816777,General merchandise -> Alcohol
